2.32 4.1
0.44 1.1
0.34 0.3
2.04 3
1.83 1.1
1.2 0.7
0.21 0.4
0.14 0.1
5.23 13.5
0.42 0.4
0.26 0.2
0.47 2.5
4.61 1.3
6.77 12
0.13 0.1
1.38 1.4
0.05 0.4
0.02 0.1
1.14 0.6
1.95 0.2
0.92 0.4
3.6 0.6
0.21 0.1
1.3 2.2
0.1 0.1
1.53 0.4
3.53 1.6
2 2.8
17.85 20.7
6.4 1.3
3.74 12.3
6.27 13.5
0.04 0.2
0.36 0.1
0.73 0.1
1.29 0.2
38.07 1.6
0.07 0.1
1.97 1.5
7.35 5.3
49.78 35.1
0.05 0.2
5.7 0.8
0.49 2.7
0.29 0.2
0.23 0.5
2.17 2.6
1.21 2.5
0.05 0.1
0.05 0.1
2.93 1.9
0.18 0.2
0.83 0.2
0.2 0.1
7.08 0.8
1.87 0.1
4.26 3.8
31.19 0.2
3.51 0.6
0.91 0.3
1.06 0.2
2.54 2.3
12.43 1.1
0.39 0.1
33.53 1.2
0.03 0.3
48.85 0.6
0.16 0.8
0.62 0.7
0.97 0.3
0.92 0.6
0.58 1.7
0.17 0.1
0.1 0.1
0.43 0.1
9.28 14.1
2.22 0.1
0.65 0.5
0.65 0.1
0.28 2.5
3.49 2.6
18.22 0.1
0.6 0.2
33.24 1.8
0.49 0.1
17.25 8.2
4.45 0.7
15.46 23.4
0.64 1.4
4.53 0.4
0.71 0.1
8.36 10.8
2.4 2.5
0.94 0.3
0.39 0.1
5.91 0.3
0.71 0.5
34.38 1
1.03 0.1
0.42 0.2
1.06 0.1
5.35 2.1
3.47 0.5
0.7 0.2
37.09 14
4.1 0.8
0.45 0.1
49.96 3.4
10.4 1.1
0.09 0.2
0.91 0.1
0.22 0.3
2.03 0.2
5.24 1
7.6 1.1
2.22 0.4
1.01 1.3
0.19 0.4
1.8 0.6
0.37 0.2
0.4 0.3
4.67 3.3
0.5 0.6
0.55 0.5
1.6 0.4
3.9 3.4
0.96 0.6
0.06 0.1
8.57 10.2
2.16 0.7
45.35 14.1
0.14 0.1
2.15 0.6
5.69 0.7
5.66 1.2
1.14 0.5
0.01 0.1
1.66 3.4
9.18 1.8
49.98 3.4
0.2 0.4
1.07 0.9
0.29 0.6
2.84 0.1
1.78 1.1
5.64 7.2
2.72 0.1
1.55 0.3
1.52 1.2
1.84 0.3
4.79 1.7
4.02 15.4
1.88 0.6
2 18.1
1.81 1.1
15.49 1.9
7.81 0.1
0.43 0.3
16.36 0.5
0.74 0.8
6.83 0.4
0.14 0.3
6.62 0.3
5.02 0.2
2.41 1.7
1.33 1.4
0.3 0.5
2.17 0.5
4.63 0.1
0.38 0.1
0.1 0.1
1.18 0.6
48.55 16.3
0.29 0.2
0.06 0.1
4.27 0.2
0.67 0.5
3.95 5.4
3.25 1.1
4.4 0.8
0.1 0.2
1.22 1
3.9 3
2.21 2.1
49.98 0.6
6.48 1.9
2.13 2.1
2.65 0.7
4.14 3.8
8.72 4.8
0.26 0.1
0.43 1.3
3.12 1.1
45.68 1
1.57 0.3
0.26 0.1
49.36 4.4
0.6 0.2
2.55 0.2
4.04 5.5
0.23 0.1
0.02 0.1
0.02 0.1
0.13 0.8
1.21 0.8
0.24 0.1
7.88 1.7
2.92 3.6
13.51 0.1
25.85 5.4
0.92 4
0.23 0.3
3.92 0.9
2.49 1.1
0.71 7.4
1.38 0.4
3.99 10
4.42 0.3
0.14 0.1
0.01 0.1
0.66 0.1
1.99 0.9
0.33 0.1
0.83 0.3
8.23 5.2
0.72 0.4
2.23 4.5
1.49 1.4
0.13 0.9
0.09 0.4
8.31 13.1
22.77 4.2
1.22 1.7
3.24 4.2
1.14 0.2
1.1 0.6
0.54 0.4
0.69 0.8
0.41 0.3
0.32 0.1
0.29 0.5
0.55 0.2
11.61 20.7
1.86 0.9
0.43 0.3
0.17 0.1
0.48 0.5
0.18 0.2
0.2 0.3
2.51 1.8
0.53 0.2
0.76 0.3
1.54 0.3
3.28 0.4
3.77 0.4
0.07 0.7
0.18 0.1
0.13 0.1
0.46 0.2
10.05 0.1
2.16 2.4
3.26 0.9
0.18 0.3
1 6.3
0.02 0.1
0.7 0.2
0.39 0.3
0.36 0.3
0.29 0.1
0.34 0.3
0.7 0.1
0.18 0.5
0.15 0.1
2.24 1.8
0.66 0.7
0.55 0.1
0.01 0.3
3.4 0.4
0.37 0.1
0.36 0.2
0.25 0.1
2.06 0.2
2.63 1.8
1.15 1.2
5.1 0.6
1 0.1
0.75 0.4
30.66 5.2
0.06 0.2
0.98 0.1
2.76 4.2
0.28 1.2
1.45 0.6
6.69 1
1.71 0.7
0.21 0.2
11.65 0.6
2.38 1.4
0.79 1
0.11 0.2
0.07 0.1
0.14 0.9
0.08 0.2
0.69 0.1
0.3 0.1
0.46 0.4
3.66 2.6
0.47 0.7
0.38 0.4
0.13 0.3
16.06 5
3.27 3.7
0.08 0.1
1.15 1.3
2.63 2.3
1.38 2.1
1.16 1.5
0.47 0.1
3.01 0.5
49.04 4.8
0.78 0.3
0.14 0.1
21.31 4.1
7.05 7
10.05 0.9
0.7 0.3
0.18 0.1
0.52 2
0.03 0.2
0.26 0.1
0.63 0.1
1.38 0.1
4.06 1.6
2.89 1.1
4.33 0.1
0.02 0.2
2.76 1.3
29.97 0.1
1.58 3
0.9 0.4
0.61 0.2
0.99 0.3
0.34 1.3
4.46 4.9
0.17 0.8
0.15 0.2
0.77 0.6
3.12 0.2
49.96 17.6
0.61 0.3
24.82 11.1
3.68 13.7
1.86 0.9
2.27 0.1
3.08 3.4
1.65 0.1
8.33 7.6
4.83 3.8
3.02 0.6
1.29 1
0.29 0.6
3.05 1.7
0.17 0.4
1.21 0.8
0.79 0.2
1.31 0.7
5 0.4
0.22 0.2
0.14 0.1
0.23 0.1
4.42 0.8
7.32 12.5
2.61 0.5
0.17 0.1
0.88 1
0.54 0.9
1.01 2.3
35.14 0.2
0.51 0.1
0.62 0.1
0.5 0.1
1.8 1.1
1.52 0.5
1.7 3.4
0.24 0.2
0.16 0.1
5.2 0.6
0.31 0.7
0.35 0.1
1.34 0.2
0.26 0.1
2.24 1.1
0.29 2.1
33.14 9.3
0.03 0.1
2.07 2.3
0.71 0.1
0.14 2.3
0.66 0.5
2.09 0.1
33.55 8
20.32 1.1
49.97 0.6
0.36 0.1
2.17 0.6
0.3 0.1
0.36 0.6
2.5 0.2
0.49 0.2
12.22 1
0.46 0.1
0.33 1.1
32.06 35.5
0.09 0.3
1.09 1.2
1.57 0.7
1.28 0.2
1.38 2.2
6.65 1.3
7.08 3.6
1.29 0.8
0.15 0.1
5.1 3.3
5.58 23.2
0.12 0.1
1 1.1
9.07 14
0.57 0.1
1.07 2.2
0.79 0.3
0.69 0.2
0.52 3.3
1.1 0.6
1.2 0.1
36.5 3.4
0.24 0.3
0.6 0.2
34.25 0.3
0.45 0.1
10.04 0.2
13.5 9.3
9.52 1.2
0.15 0.1
1.98 1.7
1.06 0.7
0.52 1.1
1.23 1.4
2.82 0.4
0.05 0.1
1.2 0.3
1.05 0.5
0.5 0.2
0.54 0.4
7.84 2.8
5.44 1.2
0.08 0.1
2.67 3
1.04 2.6
0.22 0.1
4.89 0.5
1.12 0.7
0.1 0.1
4.5 7.3
14.65 12
1.76 1.3
3.46 0.2
0.03 0.1
13.61 5.8
0.87 1
2.87 0.2
3.19 1
3.01 3.4
0.99 0.7
5.94 3.6
0.25 0.4
0.94 1.3
1.5 0.9
2.98 3.2
0.23 0.5
1.31 1.9
0.56 0.8
0.53 0.2
0.42 0.2
2.48 1.4
1.09 3.2
0.18 0.2
0.6 0.2
1.56 0.3
2.06 0.3
1.19 3.3
0.86 3.5
1.42 3
1.82 0.1
1.73 1.7
0.17 0.3
2.74 8
1.32 0.5
0.69 1.7
0.58 0.2
0.23 0.9
0.11 0.1
1.6 0.4
1.68 0.8
0.92 0.2
0.37 0.3
0.68 0.1
5.48 0.8
0.8 0.3
1.61 0.2
0.6 0.7
33.64 4.5
18.27 9.5
7.21 3.7
4.84 8.2
6.76 1.8
0.55 0.5
1.29 4
0.2 0.8
3.43 0.6
0.14 0.1
10.56 0.8
0.28 0.6
0.23 0.1
6.38 0.7
21.87 0.2
32.58 1.1
6.43 3.3
0.18 0.1
50 0.1
0.04 0.2
0.42 0.2
1.36 0.9
4.06 1.9
0.88 0.7
0.54 0.3
0.22 0.2
0.44 0.4
0.38 0.4
0.73 0.2
0.8 0.1
0.02 0.1
0.12 0.1
0.14 0.1
0.44 0.2
0.44 0.4
1.29 1.6
2.73 0.9
3.06 0.7
0.14 0.7
0.87 1.7
1.41 4.6
2.66 17.5
0.64 0.1
0.54 0.2
4.15 0.3
0.37 0.2
0.06 0.1
2.39 2.4
1.74 2.5
0.74 0.4
4.96 5.2
0.22 1.6
0.18 0.2
5.37 2.1
2.27 2
2 0.3
4.29 3
2.25 0.1
0.35 0.2
5.61 0.7
0.06 0.1
1.22 0.3
2.15 2.1
0.6 0.3
4.02 6.6
0.2 0.5
4.53 3.3
3.1 2.2
0.12 0.2
50 21.1
0.15 0.1
0.34 0.1
3.09 2.7
24.16 2.5
0.91 1.1
4.32 1.4
0.17 0.3
1.09 2.3
0.25 0.9
8.03 17
0.05 0.2
8.93 1.1
2.54 1.1
1.46 0.8
8.31 4.7
0.11 0.3
3.56 2.5
3.85 0.1
1.05 0.2
0.36 1.3
0.12 0.1
2.13 0.3
8.73 12.8
3.45 0.9
3.12 0.1
3.67 3.2
4.7 1.6
3.82 1.8
1.2 0.2
2.85 1.5
0.69 0.1
1.13 0.4
0.32 0.1
0.4 0.1
0.1 0.1
3.91 4.2
1.76 0.9
1.24 1.2
0.19 0.1
1.05 2
2.21 10.3
5.39 9.7
0.51 0.2
3.62 0.1
2.56 0.3
0.1 0.1
15.45 35.2
2.22 4.9
7.8 13.6
8.85 19.8
0.11 0.1
0.13 0.2
0.52 1.8
0.36 1
0.83 0.2
24.44 5.7
10.68 0.6
0.47 0.9
12.09 0.7
0.12 0.2
0.54 0.6
0.43 0.1
0.68 0.2
2.15 1
0.76 1.9
0.67 0.5
0.56 0.1
2.34 2.6
2.5 0.4
4.86 1.7
12.25 9
2.71 5.4
0.56 0.8
0.18 0.1
1.79 0.5
2.18 4.3
0.29 0.1
2.09 3.3
0.34 0.3
1.63 0.4
